"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"200665_s_at",1.5895168789154,13.6031972227575,11.7119775949575,1.49498633747835e-20,8.08373156917875e-18,36.2410421560996
"227020_at",-1.91679131535479,10.509929154139,-11.6961155461883,1.61874783118227e-20,8.63132536455455e-18,36.1629250786779
"227476_at",-1.59538285321448,9.94622434910328,-11.6949954432285,1.62786609882101e-20,8.63132536455455e-18,36.1574081289732
"203906_at",-1.84936448258324,10.189461981664,-11.6691207177468,1.85345448584229e-20,9.73295286877935e-18,36.0299396670835
"212377_s_at",1.02810782195179,11.3327635024932,11.6665811104573,1.87721954543942e-20,9.74353396108517e-18,36.0174260285307
"235106_at",1.75445109255734,8.65215258343391,11.6651072401202,1.89115155709268e-20,9.74353396108517e-18,36.0101634810479
"212976_at",-2.6745335064944,8.60636000536635,-11.6630397024844,1.9108702231212e-20,9.75311733601106e-18,35.9999753553216
"200651_at",1.47771669135281,13.4155781177902,11.6579196667059,1.96059342188009e-20,9.91424893973493e-18,35.974744236979
"210381_s_at",-2.79567712314294,7.76950653104473,-11.6552340688415,1.98719122628672e-20,9.95655728818318e-18,35.9615090819892
"200656_s_at",1.51532071274295,11.4379777553122,11.6417354512007,2.12646093065321e-20,1.05574918914331e-17,35.894977465279
"212791_at",-1.47597641163795,10.4536262610326,-11.6370441931205,2.17712017559281e-20,1.07116274008694e-17,35.8718522943687
"214306_at",-1.26307723152697,9.26111740810698,-11.6229586950672,2.33661325812348e-20,1.13523818680708e-17,35.8024096523623
"214553_s_at",-1.7870984279282,10.8638793423782,-11.6101884611932,2.49131824284853e-20,1.19349441400602e-17,35.739439315297
"202503_s_at",2.67084449289627,9.73289631674947,11.5921062825996,2.72810516604098e-20,1.29556528202605e-17,35.6502561681535
"214351_x_at",1.68187625117941,13.3605019939589,11.5848566024697,2.82926212013724e-20,1.32887012210393e-17,35.6144936301544
"203504_s_at",1.9208675252692,10.8858893667891,11.5836191248688,2.84690099950855e-20,1.32887012210393e-17,35.608388812772
"230100_x_at",-2.33938368120656,9.41413820416234,-11.5796136411449,2.90475433447601e-20,1.33253166391382e-17,35.5886279348046
"234982_at",-1.26032702796357,10.4503341420776,-11.5780305206816,2.92794389009318e-20,1.33253166391382e-17,35.5808173744182
"227103_s_at",2.216130509561,6.65154571937619,11.5741885896396,2.9849952862206e-20,1.34713864352163e-17,35.5618619180898
"230029_x_at",-1.18571057235317,10.8207747442928,-11.5725693233428,3.00937349183598e-20,1.34713864352163e-17,35.553872420074
"215936_s_at",1.46093126552885,9.39534366566877,11.5618221731856,3.17631074772398e-20,1.41030779565406e-17,35.5008411669816
"229460_at",-1.64917710458094,10.1679235595698,-11.5575888114457,3.24458944670471e-20,1.4290061568781e-17,35.4799496927243
"209248_at",-1.4666403113429,11.6295461549846,-11.5499769731238,3.3710818497493e-20,1.47283914448287e-17,35.4423824927814
"200622_x_at",-1.40986365595477,11.1436946924855,-11.5415830095086,3.51631199495609e-20,1.52409799190902e-17,35.4009506494239
"222927_s_at",-1.55051301140984,7.78977681810688,-11.5358991801524,3.6181979855142e-20,1.55591060301486e-17,35.3728930705329
"200859_x_at",2.35615589463117,11.1881967089369,11.5308231723037,3.71168794983004e-20,1.58364385940678e-17,35.3478340875153
"1552426_a_at",-1.13863508191896,11.3349177306452,-11.5204926603862,3.90950299134138e-20,1.64550488318686e-17,35.2968295682567
"210776_x_at",2.60517775152945,8.96211929863624,11.5189616300099,3.93970618553365e-20,1.64550488318686e-17,35.2892698487873
"200885_at",1.92680994360298,11.7348453475412,11.5185903143623,3.94706644384081e-20,1.64550488318686e-17,35.2874363917617
"203855_at",-1.41574700398921,11.3094199145935,-11.5142670442468,4.03378422268486e-20,1.64971618542101e-17,35.2660885640789
"205644_s_at",1.28060678871493,11.8485582714767,11.5138351943012,4.04255067611912e-20,1.64971618542101e-17,35.2639560682638
"201598_s_at",1.06700003249621,9.99694263974905,11.5127324072349,4.06502376007695e-20,1.64971618542101e-17,35.2585103960527
"201957_at",-1.23219597792257,9.79825003230713,-11.5120985395495,4.07799763850799e-20,1.64971618542101e-17,35.2553802575749
"212015_x_at",2.02825501224639,10.8506467208311,11.4879117211877,4.60533057059473e-20,1.83584612008679e-17,35.1359219484715
"209040_s_at",4.13822088460287,8.81663647024591,11.4813110556933,4.76076451537533e-20,1.88405530781299e-17,35.1033146340893
"226152_at",-1.59721694096783,10.1520170353915,-11.4680854319999,5.08821135247346e-20,1.99915457980312e-17,35.0379713727505
"211972_x_at",1.20101678092243,13.8908942427256,11.4546751146871,5.44329525886936e-20,2.1190926689719e-17,34.9717039157608
"213558_at",-3.10281997397595,9.12638856507649,-11.4536630786979,5.47107952914211e-20,2.1190926689719e-17,34.9667024362565
"212709_at",1.27409630894397,9.46629615105804,11.4402724858119,5.852372085853e-20,2.25081406144148e-17,34.900519904043
"225497_at",-1.16982788255808,10.12328342585,-11.4333533597863,6.05971717346091e-20,2.31350504504792e-17,34.8663178278424
"228903_at",-3.60955468031191,6.04373248543838,-11.4320334508845,6.10009936254921e-20,2.31350504504792e-17,34.8597930085261
"35617_at",1.19021627755194,8.97823250278962,11.42234973161,6.40473737703644e-20,2.41228911980753e-17,34.811919225288
"219259_at",-2.15924702057989,8.43910885930847,-11.4179865174302,6.54693823501393e-20,2.44895847827956e-17,34.7903466699743
"227545_at",1.57706219232957,9.4163405719406,11.4015335428373,7.11221663565732e-20,2.64230943621192e-17,34.7089891477349
"208856_x_at",1.123148286558,14.0764022167951,11.3988618261773,7.20852008989014e-20,2.65999261938629e-17,34.6957762839085
"202282_at",1.26953322101208,10.9658164545324,11.3933291885182,7.41212339321982e-20,2.7167670796907e-17,34.6684134203955
"213746_s_at",2.53407906148922,10.4393917771532,11.383050327598,7.8058180475379e-20,2.84199427353458e-17,34.6175719601876
"218755_at",4.23032147098836,7.10866586778817,11.3701449963579,8.32992658814247e-20,3.00508343316801e-17,34.5537300395752
"224728_at",-1.39815550699912,9.85784303160173,-11.3690635876311,8.37541452681819e-20,3.00508343316801e-17,34.5483799019219
"226628_at",2.10541794869405,8.03336807586119,11.3670207514765,8.46202410344122e-20,3.00508343316801e-17,34.5382730209353
"201599_at",-1.29236226320145,11.8409577844899,-11.3667432394054,8.47385876454091e-20,3.00508343316801e-17,34.5369000168606
"223519_at",1.50979665034024,9.17814289128857,11.3619835844258,8.67943905399213e-20,3.0383157692097e-17,34.5133506548098
"229867_at",-1.49016978107424,8.71803030439237,-11.3607286745326,8.73446937113734e-20,3.0383157692097e-17,34.5071414985634
"203218_at",-1.06200466476154,9.95841672502367,-11.355274132877,8.97775472133285e-20,3.09510114019861e-17,34.4801518933127
"230320_at",-1.18860124624026,9.35086331278548,-11.3545389457799,9.01106112631753e-20,3.09510114019861e-17,34.4765139750592
"212711_at",-1.00082899396531,9.7699582736954,-11.3410650023066,9.64389004853786e-20,3.29176104512999e-17,34.409835112262
"219752_at",-2.82913446404533,8.49148045845784,-11.3299547500767,1.01990831452748e-19,3.45964302989374e-17,34.354845138227
"38398_at",-1.11781500079671,9.83428697761599,-11.3202519280608,1.07100913748059e-19,3.6105569151375e-17,34.3068150602716
"220045_at",-3.91798569575844,7.33817027186168,-11.3173888537058,1.08657249960622e-19,3.63034699790614e-17,34.2926414237658
"212794_s_at",1.88505929764778,10.131959626881,11.3167321099146,1.09017433148995e-19,3.63034699790614e-17,34.2893901466878
"218721_s_at",1.27804582795018,9.54571818663781,11.3144096311541,1.10300794450317e-19,3.65082259837284e-17,34.2778922697392
"210252_s_at",-1.40523168471375,9.86815205180337,-11.3093552759482,1.13146323010583e-19,3.72244586661262e-17,34.2528685887997
"238289_at",2.10239993835897,7.55736864911969,11.3070098689936,1.14491632660614e-19,3.74415061945755e-17,34.241256156474
"214752_x_at",2.22974581742943,10.7724205629972,11.3051026814972,1.15597392986985e-19,3.75780977571323e-17,34.2318131650481
"222692_s_at",2.65948233401942,8.45459440211437,11.3027905460635,1.16952300669751e-19,3.77935857779712e-17,34.2203648759152
"229346_at",2.36038948537156,7.01107502120594,11.3000258739599,1.18593305424314e-19,3.80984481714004e-17,34.2066754792903
"219918_s_at",5.27320587552481,7.4588738056638,11.2962660207382,1.20862109614266e-19,3.86002479085608e-17,34.1880576646058
"218751_s_at",-2.37795758916061,9.47720902158963,-11.2914286340218,1.23845239084919e-19,3.93230235008412e-17,34.1641029417985
"212690_at",-1.36948295056135,10.5053422152696,-11.2863936670592,1.27028622645349e-19,4.01006599337021e-17,34.1391683208447
"201761_at",2.27596354448964,10.0749364869747,11.284697245963,1.28119561395577e-19,4.01158395366269e-17,34.1307668105457
"219499_at",-1.72334306948843,8.97711509323975,-11.2840383665881,1.28545802627757e-19,4.01158395366269e-17,34.1275036702538
"203159_at",-2.56103327717906,10.8135179978588,-11.2773348257387,1.32964068310549e-19,4.12511519344835e-17,34.0943025122587
"205345_at",2.51062562682388,9.02371061819706,11.2762482411606,1.33694429758548e-19,4.12511519344835e-17,34.0889206481919
"213938_at",-3.16774779298199,9.21231736109714,-11.2751075958117,1.34465455141268e-19,4.12559657394947e-17,34.0832709455389
"1552519_at",-1.79643504836165,8.6178092139848,-11.2578428943671,1.46694980395084e-19,4.4756720471043e-17,33.9977482209924
"201344_at",-1.06085258520897,9.52267939199266,-11.2546844143306,1.49050065431006e-19,4.50508448986842e-17,33.9821004287909
"238697_at",-2.16821389484447,8.28715581204843,-11.2542007357187,1.49414045644598e-19,4.50508448986842e-17,33.9797041290699
"218039_at",2.8845640382806,9.80086883993755,11.2532478332283,1.50133736867788e-19,4.50508448986842e-17,33.9749831031118
"1552473_at",-1.64743579924441,7.54988589431711,-11.2466821311944,1.55187905691992e-19,4.58123086138204e-17,33.9424527867692
"226167_at",-3.75415718786815,6.5818713167414,-11.2374349430301,1.6259678888705e-19,4.74860878689224e-17,33.8966325808582
"204287_at",-2.47765864825646,10.0932039693612,-11.2321871834693,1.6695792544676e-19,4.85003892682123e-17,33.8706275133967
"208745_at",-1.09050535443829,10.344973196132,-11.2301655818544,1.68669081786909e-19,4.87382252043834e-17,33.8606091222726
"217716_s_at",1.65784668060447,10.8953163434442,11.2231952620008,1.74704923170021e-19,5.0203323850932e-17,33.8260647148183
"205191_at",1.81849568159546,8.81871629829791,11.2222071769498,1.75577881741124e-19,5.0203323850932e-17,33.8211676104561
"211458_s_at",-2.35416977642462,11.6487446125126,-11.2132034648745,1.83736692755433e-19,5.21738451878329e-17,33.7765412324738
"219549_s_at",-1.23911685691603,12.9614628536481,-11.2125105276055,1.84380131493449e-19,5.21738451878329e-17,33.7731065374668
"201999_s_at",1.72570414973807,11.8354612086553,11.2083602010533,1.88281532727555e-19,5.28617177436273e-17,33.7525339655627
"227812_at",2.52818890416347,9.39195646046289,11.2078708954098,1.88746909344063e-19,5.28617177436273e-17,33.7501084833934
"226154_at",-1.00312699993293,11.7013347861614,-11.2044490455094,1.92033796187092e-19,5.35078658732941e-17,33.7331460353794
"200921_s_at",1.36141688483598,12.2182332334092,11.2008642554015,1.95538739613257e-19,5.42079044999939e-17,33.7153751657974
"205637_s_at",-3.04124288506583,10.1123207137193,-11.1994448402639,1.96944192274104e-19,5.43217837003314e-17,33.7083385025835
"233888_s_at",1.85032299710883,9.81810963091166,11.1970926438337,1.99295574646625e-19,5.46941166742518e-17,33.6966773832402
"206384_at",-5.17611431622326,6.51060692927272,-11.1918295616993,2.04659243285318e-19,5.58852762677053e-17,33.6705842889014
"215411_s_at",2.09102525607948,8.71610469170326,11.1898578695877,2.0670566043804e-19,5.61632648432969e-17,33.6608087131761
"215711_s_at",3.13189069213149,8.71605990197716,11.1833678315265,2.13587617894482e-19,5.77458444359967e-17,33.6286298085085
"223174_at",-1.26820581922283,10.1639087312503,-11.179526836684,2.17768240143165e-19,5.84346011131532e-17,33.6095842800924
"202252_at",1.88976354045791,11.5285276436626,11.1790661744332,2.18275110817631e-19,5.84346011131532e-17,33.6073000364051
"213636_at",-2.71735409877287,8.85339887303988,-11.1736716414975,2.24299487401481e-19,5.96427603821796e-17,33.5805497813502
"213729_at",1.27470482791965,10.8459393652653,11.1730782646503,2.249722344264e-19,5.96427603821796e-17,33.5776072625386
"236641_at",3.18909397475339,7.25871515709966,11.1607263790726,2.39444711798852e-19,6.31729180940613e-17,33.5163506055073
"201033_x_at",1.12505094146059,14.0640031390014,11.1555929696325,2.4573053999509e-19,6.45196249074608e-17,33.4908900334837
"238658_at",-1.86861826617301,8.03237992721775,-11.1412901717953,2.64130227580405e-19,6.9018871382051e-17,33.4199437162692
"212383_at",-1.23830963470813,11.5243603720837,-11.1370568780781,2.6983639397796e-19,7.01741665919921e-17,33.3989431274762
"226779_at",-1.27271101601149,11.3555297727913,-11.1321833944043,2.76558622875375e-19,7.15814979672648e-17,33.3747654715066
"202754_at",-1.4201030711434,11.1333488944181,-11.1248220771532,2.87031974765604e-19,7.39418737635563e-17,33.3382430859334
"205630_at",-3.19076134272476,7.0295836371974,-11.1226271478735,2.90231073497222e-19,7.4240204867278e-17,33.3273526152017
"217762_s_at",1.32966264943812,12.4571101638196,11.1221652474136,2.90908828330205e-19,7.4240204867278e-17,33.32506079385
"51158_at",-1.23095151467211,7.79607220564277,-11.114137892057,3.0294406204036e-19,7.69520188846986e-17,33.2852294677288
"205991_s_at",1.95142704998163,9.39039038594503,11.1117950961329,3.06549718471533e-19,7.75074063652122e-17,33.2736039849233
"222158_s_at",2.34205211978615,9.01976066173532,11.1096385012995,3.09906803618517e-19,7.79679570565239e-17,33.2629022153608
"229818_at",-3.36194388991339,8.03819816050801,-11.1085255862515,3.11653619356436e-19,7.79679570565239e-17,33.2573794490507
"209524_at",-1.03711696316028,11.1544329618373,-11.1078909319813,3.12654177492149e-19,7.79679570565239e-17,33.2542299902854
"212877_at",-2.46718961872965,10.902518602418,-11.1069087032722,3.14209050175388e-19,7.79995402601295e-17,33.2493556582988
"44702_at",1.23128146165916,9.90843354509561,11.0982238693445,3.28298755433881e-19,8.11284159751607e-17,33.2062547487649
"211720_x_at",1.08891265961023,14.1275919829312,11.0921318755005,3.38558154143904e-19,8.32868309561307e-17,33.176019152264
"203213_at",3.6394755080058,8.63285455078392,11.0896523079671,3.42825370936208e-19,8.36005282153189e-17,33.1637120795417
"201174_s_at",-1.04342137982038,11.9604422177363,-11.0896121720248,3.42894884372429e-19,8.36005282153189e-17,33.1635128663557
"241873_at",-2.37803377890434,7.30255152525966,-11.0831156774492,3.54334685092482e-19,8.60056895864698e-17,33.131266655527
"203909_at",-1.4955051121907,11.49652317387,-11.0820220790466,3.56297687425952e-19,8.60994938203254e-17,33.1258382178897
"1552879_a_at",-3.23356057144542,6.1817790183011,-11.0794025074056,3.61044228822574e-19,8.68621518444372e-17,33.1128348530912
"222848_at",3.1621346938585,7.99901060907522,11.0777116503349,3.64141576912126e-19,8.72230874557101e-17,33.1044413704567
"227864_s_at",1.80157701808054,9.29097290688959,11.0739872025332,3.71058336850912e-19,8.84917421416544e-17,33.0859525366337
"214805_at",1.16007074054807,9.75910278197111,11.0713596971769,3.76016987536551e-19,8.92844162623204e-17,33.0729086903991
"213399_x_at",1.45607922663299,12.3994918452104,11.0650311788537,3.88234491816977e-19,9.17863649419937e-17,33.0414902667393
"212433_x_at",1.23932792409048,13.9693334002116,11.063927181221,3.90406198878331e-19,9.17953237996666e-17,33.0360091722495
"213848_at",-1.46405105684905,9.47441674121516,-11.0633057163247,3.91634051330678e-19,9.17953237996666e-17,33.0329237142339
"228478_at",1.3020299757564,10.2783477710484,11.061285094169,3.95653078840252e-19,9.23410324559945e-17,33.0228915622347
"236377_at",-2.45014497868207,8.51152250189111,-11.0588201409533,4.00611880691634e-19,9.31004963413286e-17,33.0106530741329
"202070_s_at",-1.29639973959518,10.2237314492085,-11.0518746120718,4.14921854331397e-19,9.60174882652568e-17,32.976166858986
"232003_at",-4.40008679412581,7.40416418251592,-11.0478619906929,4.23421378760263e-19,9.75709356887521e-17,32.9562421076215
"205383_s_at",1.3594088391708,12.65280479935,11.043900074805,4.31984644190909e-19,9.91259553495718e-17,32.9365683301204
"213491_x_at",1.55734677636544,12.4196810758204,11.0331203281326,4.56172560093911e-19,1.04061874691803e-16,32.8830350604679
"207657_x_at",1.31886518580322,11.677853128461,11.0326293630161,4.57305951440732e-19,1.04061874691803e-16,32.8805967401057
"201615_x_at",2.01935562542313,8.50620638712907,11.0311066359418,4.60839138283317e-19,1.04430738004427e-16,32.8730342183672
"235113_at",1.30468384771003,8.67608072862389,11.0298414707183,4.6379549695434e-19,1.04666377996559e-16,32.8667507714515
"213421_x_at",-1.64416947700153,8.54657399601846,-11.0276929646881,4.68859590386305e-19,1.05373781110153e-16,32.856080025299
"223124_s_at",-1.31779573385915,11.086533809826,-11.0204963076017,4.86229380852195e-19,1.08443025593917e-16,32.8203355013601
"203313_s_at",2.05819331229438,9.57867230664322,11.020391321141,4.86487489618031e-19,1.08443025593917e-16,32.8198140329804
"235308_at",1.60452755401082,12.2052263881235,11.0071918010112,5.200566465921e-19,1.15236949635744e-16,32.7542475651885
"203505_at",2.04937737039477,11.4927185989392,11.0063633763082,5.22239290853692e-19,1.15236949635744e-16,32.7501322120115
"226247_at",-1.80392571783951,10.5547576944987,-11.0059635532548,5.2329598281846e-19,1.15236949635744e-16,32.7481460047876
"217456_x_at",1.48493277601199,11.1634945532342,10.9979043827142,5.45058290176805e-19,1.19547262656329e-16,32.7081086562804
"200906_s_at",1.94299888469736,8.67268636715302,10.9957485516474,5.51031901942527e-19,1.202830952985e-16,32.6973981092914
"205091_x_at",1.29038060805985,9.28269977860935,10.9951084588375,5.5281813707219e-19,1.202830952985e-16,32.6942179720104
"215006_at",1.78595040945168,8.46645433109015,10.9935254670643,5.57260567344072e-19,1.20477631388673e-16,32.6863531963672
"220331_at",-2.58547376511685,10.0117076823316,-10.9926944945854,5.59606864709713e-19,1.20477631388673e-16,32.6822246279453
"218111_s_at",-1.26926137982942,9.05162130463432,-10.9924389862041,5.60330294485252e-19,1.20477631388673e-16,32.6809551641487
"228228_at",-1.34359916416066,10.8355583912522,-10.98698670352,5.75992825053027e-19,1.23359592763219e-16,32.6538653691303
"210078_s_at",-2.36504197924281,9.33112954132302,-10.9798298434841,5.97219725727117e-19,1.27406097191934e-16,32.618304144687
"242693_at",1.45383671475513,9.05091407746454,10.9788431907993,6.00206920290383e-19,1.2754513827945e-16,32.6134014398336
"209685_s_at",-3.21700098321404,10.3519390402259,-10.9762501526521,6.08129175448968e-19,1.28727746739514e-16,32.6005163360476
"238983_at",2.74518920403879,6.78120284734635,10.9708442992104,6.24983621248596e-19,1.31784673773164e-16,32.5736529871211
"202780_at",-1.18526927380183,11.0741983080159,-10.9683518269877,6.32911541791769e-19,1.32943069353361e-16,32.5612666520239
"218306_s_at",-1.44517659415453,10.5825398909083,-10.9648248271322,6.44302490307489e-19,1.34817210356946e-16,32.5437387247654
"208368_s_at",3.06889341073035,5.81973318810822,10.9630671276192,6.50055684749115e-19,1.34974909019781e-16,32.5350033646948
"228715_at",-2.47783654000325,8.8618158795689,-10.9625167528136,6.51867696839553e-19,1.34974909019781e-16,32.5322680988271
"230300_at",-1.71708823146895,9.09062770208264,-10.9623339736575,6.52470583583068e-19,1.34974909019781e-16,32.5313597154051
"201726_at",1.44717367118085,11.3782847445924,10.9596460525045,6.61401323080557e-19,1.3630607719773e-16,32.5180009893129
"209311_at",-1.68058311077643,10.6846400096757,-10.9499798436151,6.94541910255639e-19,1.42597809566884e-16,32.4699579603828
"202864_s_at",2.22185208996224,8.28484371329077,10.9485956835393,6.99421764047961e-19,1.43061875655248e-16,32.4630780400282
"228680_at",-1.40497616478644,10.9077847676009,-10.9454227037984,7.10738106770314e-19,1.4483410531734e-16,32.4473065112006
"212161_at",-1.23729274098987,9.30249898529678,-10.9423514596457,7.21866280392852e-19,1.46554956026375e-16,32.4320402146487
"204517_at",2.13257576691416,9.43840114640779,10.940180432934,7.29837800854034e-19,1.47624562289042e-16,32.4212483798701
"211940_x_at",1.11270666142504,13.5557286441102,10.9351879534463,7.4850523675331e-19,1.50841758283426e-16,32.396430705352
"1558561_at",1.47844839710427,7.33367270530577,10.9306954647589,7.65711679151146e-19,1.537419556378e-16,32.3740974950628
"202990_at",1.94558107320655,9.48250808735886,10.9227152438112,7.97259230936027e-19,1.59489810912488e-16,32.3344236379761
"238002_at",1.20411660845749,11.3439786100302,10.9156526413562,8.26263690912835e-19,1.64688828291324e-16,32.2993092848708
"204950_at",1.12606375016041,9.12050651974689,10.9137002854455,8.34466443527835e-19,1.65671462455873e-16,32.2896020165236
"224471_s_at",-1.57857950869108,10.1482791641128,-10.9130395836611,8.37260792079192e-19,1.65671462455873e-16,32.2863169152303
"214434_at",-2.91350370726865,9.71401722017536,-10.9101010196778,8.49803046905305e-19,1.67546187005919e-16,32.2717057233089
"224733_at",2.0200470271401,9.80975745547482,10.9048853124624,8.72529808856176e-19,1.7120797894615e-16,32.2457710973535
"228242_at",1.50306116275583,8.18661032220716,10.9044066651505,8.74645709372783e-19,1.7120797894615e-16,32.2433910052864
"236195_x_at",-2.03009199103653,8.62338233855545,-10.9029886357954,8.80944445101474e-19,1.71227518430775e-16,32.2363397388312
"200907_s_at",1.78923862404121,11.0259832971906,10.9029725609958,8.81016107502751e-19,1.71227518430775e-16,32.2362598050567
"238594_x_at",-1.70287642893502,9.25170027400652,-10.8950381821269,9.17110479566822e-19,1.7663609617207e-16,32.1968037690803
"201664_at",2.08843967196041,10.0419837257457,10.8947287371809,9.1854780570318e-19,1.7663609617207e-16,32.195264905171
"209444_at",-1.27812616992946,10.6244509719541,-10.8888438862797,9.46315653211555e-19,1.81337321995939e-16,32.1659988299172
"212703_at",-1.95702193190062,8.98811650051468,-10.8869954767482,9.55209783213956e-19,1.82401649967356e-16,32.1568061441156
"225223_at",1.04612643081334,10.4441637513371,10.8852776862735,9.63550456912004e-19,1.83353244262492e-16,32.1482629279375
"225930_at",-1.4961952845281,9.70414370141775,-10.8843807930302,9.67934240678055e-19,1.83547891271356e-16,32.1438022889571
"217763_s_at",1.54521693916443,12.2263195498901,10.8812298802796,9.8349408205879e-19,1.85853156759435e-16,32.1281311482814
"204546_at",-2.80126558164302,9.6627342700913,-10.8804507915942,9.87379859138482e-19,1.85944056024586e-16,32.1242562634738
"210719_s_at",1.48519427356036,9.52833881231605,10.8755082841487,1.01239185949089e-18,1.89495429888495e-16,32.0996735190866
"226695_at",1.9076860297102,10.3477505859293,10.8753550161349,1.0131775498039e-18,1.89495429888495e-16,32.0989111865402
"203884_s_at",-1.34694202275737,9.59939742026378,-10.8712413776869,1.03449481777114e-18,1.9282206649466e-16,32.0784501647975
"227816_at",2.05481917619116,9.1152141468152,10.8685981918414,1.0484285552157e-18,1.9475451934012e-16,32.0653027016665
"221829_s_at",1.31633344291664,12.5855285445701,10.8649790458909,1.06781256960917e-18,1.97682874115477e-16,32.0473002178601
"222762_x_at",1.68564558589201,9.39596024508889,10.8621739770893,1.08308302380392e-18,1.99832476956092e-16,32.033346748668
"228109_at",-2.81200690900311,9.08686006118187,-10.8614597775957,1.08700585328112e-18,1.99880978670848e-16,32.0297939960519
"216264_s_at",1.8835628845677,9.5516765227702,10.8566545440116,1.11377177308344e-18,2.04022566295865e-16,32.0058900007978
"204489_s_at",2.34145901599896,11.1049879472926,10.856082734678,1.11700048198165e-18,2.04022566295865e-16,32.0030454250766
"206001_at",-2.74902215279798,9.23313987294705,-10.8552731685291,1.12158771894442e-18,2.04177566982372e-16,31.9990180578422
"218051_s_at",2.18707138673374,9.32413259271904,10.8532277326057,1.13326199666487e-18,2.04972364134893e-16,31.9888424536008
"221540_x_at",1.19448020594388,10.2220302967928,10.8531932134585,1.13346005472576e-18,2.04972364134893e-16,31.9886707266957
"1555852_at",1.47171499339773,8.31136775901567,10.8515816280332,1.14274543234266e-18,2.05969492727821e-16,31.9806533046645
"225032_at",1.48176173183036,10.7312278537389,10.8503876192898,1.14967398511937e-18,2.06536662333302e-16,31.974713197936
"1553764_a_at",1.91665018815815,7.73313918346904,10.847158661917,1.1686223551527e-18,2.0925236944903e-16,31.9586490595914
"200677_at",1.27759784631296,12.8033824594082,10.8436572555153,1.18952321595575e-18,2.12298795401933e-16,31.941228970554
"208093_s_at",-1.25327539656701,10.5864303961015,-10.8316391725991,1.26415238932692e-18,2.2488323921274e-16,31.8814329587096
"207880_at",-2.2253806256022,6.42593549495776,-10.829643746152,1.2769897655689e-18,2.25948429088468e-16,31.8715041087523
"203240_at",3.75393988455521,10.0953952952937,10.8294234887902,1.2784147471909e-18,2.25948429088468e-16,31.8704081409864
"205394_at",2.18267621818991,7.75408989461462,10.8270458466363,1.2938989555453e-18,2.27947431158695e-16,31.8585772168711
"225242_s_at",2.10169293150714,9.55019197117355,10.8238195524725,1.31521076895917e-18,2.30956931592177e-16,31.8425230956954
"206161_s_at",-2.14614330094984,7.70319923356349,-10.8224885852882,1.32410480407825e-18,2.31773511747197e-16,31.8359000407359
"207463_x_at",-1.86577123957843,8.16320384862625,-10.816484278929,1.36498275078021e-18,2.37586612894974e-16,31.8060209491755
"210232_at",-2.57990874666433,8.74575129677178,-10.8163349493207,1.36601535255382e-18,2.37586612894974e-16,31.8052778242999
"212987_at",-1.06150811495266,11.5517378157752,-10.812506364889,1.39275854619389e-18,2.41468960264404e-16,31.7862249105351
"218651_s_at",-1.53803049934197,10.4350653032688,-10.8094750354492,1.41430427928677e-18,2.44428479761672e-16,31.7711390923332
"211034_s_at",-1.30937690714233,10.3865334542509,-10.8087176367251,1.41973955708196e-18,2.44593805775764e-16,31.7673697357716
"1555310_a_at",-2.32633076929731,8.97414380089515,-10.8068958416981,1.43289903996938e-18,2.46084639213358e-16,31.758303085443
"211352_s_at",2.14459775694451,7.29792491804557,10.799443835352,1.48801174191339e-18,2.54748543138295e-16,31.7212147430505
"213270_at",-1.35780623389856,9.21158108453429,-10.7976857773013,1.50132033612317e-18,2.55603757460539e-16,31.7124646212901
"230783_at",-2.47834521545513,8.4926377977188,-10.7975480868495,1.50236768067737e-18,2.55603757460539e-16,31.7117793096121
"205277_at",-1.57619633418467,9.98605128237978,-10.7948136618438,1.52331936679418e-18,2.5836348005817e-16,31.6981693918244
"209773_s_at",2.68296852772263,9.27064647346621,10.7749801910733,1.68430677632453e-18,2.84783424072482e-16,31.5994440637593
"204729_s_at",-2.72855369543377,9.38220474162295,-10.7650027176283,1.77162775545629e-18,2.97704328026875e-16,31.5497730283736
"240512_x_at",-3.48688371825405,6.51384011923272,-10.7571538271739,1.84349463904996e-18,3.08830591173116e-16,31.5106959525872
"212508_at",-1.85092347129665,11.7076569143116,-10.7563114230358,1.85137940254873e-18,3.09203007068482e-16,31.5065017502742
"207826_s_at",3.22446630026363,11.1756150072233,10.7545382460333,1.86808658800011e-18,3.11042112287957e-16,31.4976732791624
"213304_at",-1.03355624775855,10.2396832512811,-10.7525271176573,1.88721861848973e-18,3.13120463955795e-16,31.4876599211856
"204170_s_at",2.3893371337869,9.7179646585966,10.7520239573099,1.89203583588912e-18,3.13120463955795e-16,31.485154673355
"224907_s_at",-1.19294479268184,9.41479283128846,-10.7481354224555,1.92968208848725e-18,3.17718336722199e-16,31.4657932249816
"223719_s_at",-2.31123912536794,6.19299758678616,-10.7479542941104,1.93145382586143e-18,3.17718336722199e-16,31.4648913522413
"203973_s_at",2.11199259026398,12.2993612321019,10.7407930630046,2.00282370077665e-18,3.28469101412959e-16,31.4292331781741
"226259_at",-1.31514086079853,8.52035193187927,-10.7271794279712,2.14586330421216e-18,3.50874349200416e-16,31.3614408073892
"226507_at",-2.40672594926977,10.3903474678344,-10.7229800317917,2.19201850128645e-18,3.57351362420169e-16,31.3405274588868
