"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"214293_at",-2.58708899811431,9.4630127067126,-12.5271336562487,2.57532849551155e-22,3.80125446284791e-19,40.2283224450609
"212680_x_at",2.02193704848433,9.73418082955953,12.3788904109233,5.36815152669681e-22,7.7150226138814e-19,39.5074591606929
"218663_at",4.32970824631696,6.66962413691106,12.3569120504138,5.986723088304e-22,8.38340789798837e-19,39.4004139219884
"224801_at",-2.19339076034445,10.9249244466416,-12.3515713938405,6.14753864592361e-22,8.39338820174566e-19,39.3743957746093
"201426_s_at",1.86543058030414,13.9497510801648,12.3022335942198,7.8541993592206e-22,1.04619851123199e-18,39.1339155177528
"209109_s_at",2.16458260533259,10.3087481343895,12.293194619786,8.21494951976371e-22,1.06819770981632e-18,39.0898346578204
"201029_s_at",1.84411353101346,13.2708370197569,12.2515606962921,1.01035769785241e-21,1.2832247663445e-18,38.8867032489042
"218868_at",-1.79530760799521,9.52975943519612,-12.2415156156946,1.06210572467383e-21,1.31829045321846e-18,38.8376706693659
"229890_at",-2.55009536041922,9.78798356875368,-12.2345240764526,1.09968501539413e-21,1.33460217212711e-18,38.8035380052165
"225781_at",-1.8861862430728,10.1019394990485,-12.2188992438509,1.18856167929864e-21,1.41110693459862e-18,38.7272422826946
"208808_s_at",1.88744251670506,11.722198087703,12.190782545167,1.36704469928693e-21,1.58847685451398e-18,38.5898958510467
"211780_x_at",-1.13749476303713,11.1449226058347,-12.1729177053173,1.49418315964927e-21,1.70003801870679e-18,38.5025931003484
"211271_x_at",1.9416024848662,11.0968751129277,12.1622984757511,1.5753113796428e-21,1.73142182246314e-18,38.4506856078574
"203989_x_at",3.28309393498956,9.81869897653591,12.1610451293469,1.58517369716289e-21,1.73142182246314e-18,38.444558533693
